gene_accession,type,class,mechanism,group,snp,gene_family,product_name,enhanced_class,enhanced_subclass
MEG_5245|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5246|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5247|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5248|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5249|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,blaOXA,OXA-2 family oxacillin-hydrolyzing class D beta-lactamase OXA-3,Beta-lactam,Beta-lactam
MEG_5250|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5251|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5252|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5253|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-88,Beta-lactam,Carbapenemase (OXA-51 family)
MEG_5254|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5255|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5256|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-93,Beta-lactam,Carbapenemase (OXA-51 family)
MEG_5257|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-94,Beta-lactam,Carbapenemase (OXA-51 family)
MEG_5258|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,blaOXA,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-95,Beta-lactam,Carbapenemase (OXA-51 family)
MEG_5259|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,blaOXA,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase OXA-96,Beta-lactam,Carbapenemase
MEG_5260|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5261|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5262|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5263|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5264|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5265|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5266|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5267|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5268|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5269|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5270|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5271|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5272|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5273|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5274|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5275|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5276|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5277|Drugs|betalactams|Class_D_betalactamases|OXA,Drugs,betalactams,Class D betalactamases,OXA,,Unknown,Unknown,Unknown,Unknown
MEG_5278|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,blaOXY,extended-spectrum class A beta-lactamase OXY-2-14,Beta-lactam,ESBL
MEG_5279|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,blaOXY,extended-spectrum class A beta-lactamase OXY-2-13,Beta-lactam,ESBL
MEG_5280|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,blaOXY,extended-spectrum class A beta-lactamase OXY-2-15,Beta-lactam,ESBL
MEG_5281|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,blaOXY,extended-spectrum class A beta-lactamase OXY-2-12,Beta-lactam,ESBL
MEG_5282|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,blaOXY,extended-spectrum class A beta-lactamase OXY-4-1,Beta-lactam,ESBL
MEG_5283|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,blaOXY,extended-spectrum class A beta-lactamase OXY-2-11,Beta-lactam,ESBL
MEG_5284|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5285|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5286|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5287|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,blaOXY,extended-spectrum class A beta-lactamase OXY-2-2,Beta-lactam,ESBL
MEG_5288|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5289|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,blaOXY,extended-spectrum class A beta-lactamase OXY-2-5,Beta-lactam,ESBL
MEG_5290|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5291|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5292|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5293|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5294|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5295|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,blaOXY,extended-spectrum class A beta-lactamase OXY-6-2,Beta-lactam,ESBL
MEG_5296|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,blaOXY,extended-spectrum class A beta-lactamase OXY-6-3,Beta-lactam,ESBL
MEG_5297|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5298|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,blaOXY,extended-spectrum class A beta-lactamase OXY-2-8,Beta-lactam,ESBL
MEG_5299|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5300|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,blaOXY,extended-spectrum class A beta-lactamase OXY-1-3,Beta-lactam,ESBL
MEG_5301|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5302|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5303|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5304|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5305|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5306|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5307|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5308|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5309|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,blaOXY,extended-spectrum class A beta-lactamase OXY-2-7,Beta-lactam,ESBL
MEG_5310|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,blaOXY,extended-spectrum class A beta-lactamase OXY-1-4,Beta-lactam,ESBL
MEG_5311|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5312|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5313|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,blaOXY,extended-spectrum class A beta-lactamase OXY-3-1,Beta-lactam,ESBL
MEG_5314|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,blaOXY,extended-spectrum class A beta-lactamase OXY-2-9,Beta-lactam,ESBL
MEG_5315|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,blaOXY,extended-spectrum class A beta-lactamase OXY-2-10,Beta-lactam,ESBL
MEG_5316|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,blaOXY,extended-spectrum class A beta-lactamase OXY-2-6,Beta-lactam,ESBL
MEG_5317|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5318|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,blaOXY,extended-spectrum class A beta-lactamase OXY-2-3,Beta-lactam,ESBL
MEG_5319|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,blaOXY,extended-spectrum class A beta-lactamase OXY-1-6,Beta-lactam,ESBL
MEG_5320|Drugs|betalactams|Class_A_betalactamases|OXY,Drugs,betalactams,Class A betalactamases,OXY,,Unknown,Unknown,Unknown,Unknown
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP,Biocides,Multi-biocide resistance,Multi-biocide resistance regulator,OXYRKP,,Unknown,Unknown,Unknown,Unknown
MEG_5322|Drugs|Pactamycin|Pactamycin-resistant_16S_ribosomal_subunit_protein|P16S|RequiresSNPConfirmation,Drugs,Pactamycin,Pactamycin-resistant 16S ribosomal subunit protein,P16S,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5323|Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation,Drugs,Pleuromutilin,Pleuromutilin-resistant 23S rRNA mutation,P23S,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5324|Drugs|betalactams|Class_C_betalactamases|PAC,Drugs,betalactams,Class C betalactamases,PAC,,blaPAC,inhibitior-resistant cephalosporin-hydrolyzing class C beta-lactamase PAC-1,Beta-lactam,AmpC
MEG_5325|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5326|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5327|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5328|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5329|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5330|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5331|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5334|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5335|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5336|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5337|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5338|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5339|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5340|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5342|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5343|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5344|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5345|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5346|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5347|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5348|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5349|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5350|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5351|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5352|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5354|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5355|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5356|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5357|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5358|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5359|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5360|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5362|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5363|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5364|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5365|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5366|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5367|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5368|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5369|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5370|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5371|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5372|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5373|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_5374|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Drugs,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
